zipcode,latitude,longitude
10510,41.05978,-73.8298
10511,41.25996,-73.9434
10512,41.42957,-73.7776
10514,41.07895,-73.7755
10516,41.45521,-73.8124
10517,41.30056,-73.8612
10518,41.26989,-73.612
10519,41.34772,-73.661
10520,41.12262,-73.8672
10521,41.23425,-73.9261
10522,41.01114,-73.8651
10523,41.05873,-73.8367
10524,41.37501,-73.9318
10526,41.30036,-73.6478
10527,41.32324,-73.7579
10528,40.97911,-73.723
10530,41.0191,-73.812
10532,41.01374,-73.8354
10533,41.07955,-73.856
10535,41.33856,-73.7355
10536,41.27161,-73.6873
10537,41.39481,-73.718
10538,41.09019,-73.7552
10540,41.33339,-73.7242
10541,41.41239,-73.752
10542,41.37258,-73.7601
10543,40.94919,-73.7387
10545,41.119,-73.7329
10546,41.20137,-73.7964
10547,41.28197,-73.7975
10548,41.25126,-73.9428
10549,41.19732,-73.7228
10550,40.90983,-73.8338
10551,41.119,-73.7329
10552,41.01158,-73.7983
10553,40.90944,-73.8221
10557,41.119,-73.7329
10558,41.119,-73.7329
10559,41.119,-73.7329
10560,41.33181,-73.6084
10562,41.1097,-73.8279
10566,41.28383,-73.8931
10567,41.28404,-73.8931
10570,41.13106,-73.7922
10571,41.119,-73.7329
10572,41.119,-73.7329
10573,41.02219,-73.6797
10576,41.20851,-73.5681
10577,41.00275,-73.751
10578,41.31577,-73.6451
10579,41.39926,-73.7768
10580,40.95523,-73.7447
10581,41.119,-73.7329
10583,40.99268,-73.7994
10587,41.32873,-73.7422
10588,41.33089,-73.8235
10589,41.32654,-73.6936
10590,41.25433,-73.5427
10591,41.0897,-73.844
10592,41.119,-73.7329
10594,41.11721,-73.7714
10595,41.09021,-73.7847
10596,41.25482,-73.9587
10597,41.29719,-73.5979
10598,41.28732,-73.7902
10601,41.03139,-73.7696
10602,41.119,-73.7329
10603,41.04895,-73.783
10604,41.15621,-73.8051
10605,41.00759,-73.7485
10606,41.02168,-73.766
10607,41.03923,-73.8072
10610,41.119,-73.7329
10625,41.119,-73.7329
10629,41.119,-73.7329
10633,41.119,-73.7329
10650,41.01369,-73.7059
10701,40.9461,-73.8669
10702,41.119,-73.7329
10703,40.95934,-73.8813
10704,40.92293,-73.8619
10705,40.92653,-73.8725
10706,40.98779,-73.8629
10707,40.96049,-73.8161
10708,40.93844,-73.8299
10709,40.95609,-73.8121
10710,40.96794,-73.8473
10801,41.03512,-73.8014
10802,40.94827,-73.7953
10803,40.90453,-73.8062
10804,40.95149,-73.7865
10805,40.89959,-73.7809
10901,41.13729,-74.1057
10910,41.38619,-74.1257
10911,41.16094,-74.0608
10912,41.38782,-74.3546
10913,41.06878,-73.9572
10914,41.46486,-74.2556
10915,41.55563,-74.3288
10916,41.44316,-74.2581
10917,41.32922,-74.1217
10918,41.41418,-74.3481
10919,41.53156,-74.3705
10920,41.15254,-73.9363
10921,41.31995,-74.3669
10922,41.33455,-73.9917
10923,41.20398,-74.0031
10924,41.35742,-74.2106
10925,41.29732,-74.2648
10926,41.30048,-74.1249
10927,41.19169,-73.9649
10928,41.39888,-74.2558
10930,41.37292,-74.2451
10931,41.12019,-74.1706
10932,41.48522,-74.4842
10933,41.36528,-74.5109
10940,41.3901,-74.3404
10941,41.37058,-74.354
10943,41.38782,-74.3546
10950,41.34309,-74.3168
10952,41.11859,-74.0845
10953,41.40928,-74.083
10954,41.09771,-74.0109
10956,41.14949,-73.9882
10958,41.37563,-74.4337
10959,41.38782,-74.3546
10960,41.08047,-73.9301
10962,41.05749,-73.9531
10963,41.4017,-74.5367
10964,41.00894,-73.9209
10965,41.06147,-74.0182
10968,41.04094,-73.9182
10969,41.32585,-74.4889
10970,41.18416,-74.0453
10973,41.38609,-74.4803
10974,41.15747,-74.2007
10975,41.33237,-74.1138
10976,41.08378,-74.0613
10977,41.11583,-74.0473
10979,41.18234,-74.3183
10980,41.23567,-74.028
10981,41.32317,-74.2885
10982,41.16094,-74.0608
10983,41.02764,-73.9484
10984,41.20689,-74.0154
10985,41.57498,-74.3225
10986,41.26595,-73.9829
10987,41.28142,-74.2049
10988,41.31493,-74.5503
10989,41.12286,-73.9348
10990,41.35068,-74.3211
10992,41.40797,-74.3454
10993,41.20804,-73.9758
10994,41.10062,-73.9704
10995,41.16094,-74.0608
10996,41.36471,-73.9983
10997,41.38782,-74.3546
10998,41.33104,-74.4566
11001,40.72005,-73.7067
11002,40.75475,-73.6017
11003,40.69755,-73.7049
11004,40.74526,-73.7111
11005,40.75705,-73.7182
11010,40.7001,-73.674
11020,40.75475,-73.6017
11021,40.75475,-73.6017
11022,40.75475,-73.6017
11023,40.75475,-73.6017
11024,40.75475,-73.6017
11025,40.75475,-73.6017
11026,40.75475,-73.6017
11027,40.75475,-73.6017
11030,40.75475,-73.6017
11040,40.72935,-73.6828
11041,40.75475,-73.6017
11042,40.75475,-73.6017
11043,40.75475,-73.6017
11044,40.75475,-73.6017
11050,40.75475,-73.6017
11051,40.75475,-73.6017
11052,40.75475,-73.6017
11053,40.75475,-73.6017
11054,40.75475,-73.6017
11055,40.75475,-73.6017
11096,40.62049,-73.7473
11099,40.75475,-73.6017
11101,40.74462,-73.9345
11102,40.7708,-73.9251
11103,40.76188,-73.9116
11104,40.74279,-73.9182
11105,40.77646,-73.9087
11106,40.7606,-73.9309
11109,40.65137,-73.8707
11120,40.65137,-73.8707
11201,40.69448,-73.9893
11202,40.64509,-73.945
11203,40.66355,-73.9493
11204,40.60383,-73.9876
11205,40.6825,-73.9362
11206,40.70045,-73.9492
11207,40.67092,-73.8952
11208,40.66219,-73.9129
11209,40.62245,-74.0287
11210,40.62546,-73.9455
11211,40.70778,-73.9453
11212,40.66384,-73.9164
11213,40.67317,-73.936
11214,40.59952,-73.9985
11215,40.66432,-73.9841
11216,40.68047,-73.9468
11217,40.68494,-73.9806
11218,40.64434,-73.9784
11219,40.63315,-73.9969
11220,40.63487,-74.0169
11221,40.70041,-73.9367
11222,40.72838,-73.9457
11223,40.6338,-73.9544
11224,40.63544,-73.9685
11225,40.66109,-73.9522
11226,40.64496,-73.9563
11228,40.62455,-73.9898
11229,40.60098,-73.9399
11230,40.62251,-73.9661
11231,40.67652,-74.0033
11232,40.67118,-73.9717
11233,40.68208,-73.9206
11234,40.61094,-73.9138
11235,40.58445,-73.9484
11236,40.65701,-73.9158
11237,40.70219,-73.918
11238,40.68059,-73.9639
11239,40.6492,-73.8767
11240,40.64509,-73.945
11241,40.64509,-73.945
11242,40.64509,-73.945
11243,40.64509,-73.945
11244,40.64509,-73.945
11245,40.64509,-73.945
11247,40.64509,-73.945
11248,40.64509,-73.945
11249,40.64509,-73.945
11251,40.64509,-73.945
11252,40.64509,-73.945
11254,40.64509,-73.945
11255,40.64509,-73.945
11256,40.64509,-73.945
11351,40.7817,-73.8316
11352,40.65137,-73.8707
11353,40.65137,-73.8707
11354,40.76638,-73.8261
11355,40.75031,-73.8139
11356,40.78436,-73.8436
11357,40.78617,-73.819
11358,40.76042,-73.7957
11359,40.79278,-73.7767
11360,40.75674,-73.8033
11361,40.76443,-73.773
11362,40.75836,-73.7357
11363,40.77146,-73.7453
11364,40.74277,-73.7588
11365,40.73888,-73.79
11366,40.72727,-73.7907
11367,40.73016,-73.8219
11368,40.74875,-73.8543
11369,40.76274,-73.8699
11370,40.76377,-73.8914
11371,40.7712,-73.8675
11372,40.75114,-73.8825
11373,40.73509,-73.8775
11374,40.72286,-73.862
11375,40.72304,-73.8436
11377,40.74837,-73.9054
11378,40.72284,-73.9084
11379,40.71924,-73.8927
11380,40.65137,-73.8707
11381,40.65137,-73.8707
11385,40.7024,-73.8859
11386,40.65137,-73.8707
11388,40.65137,-73.8707
11390,40.65137,-73.8707
11405,40.65137,-73.8707
11411,40.68553,-73.737
11412,40.69582,-73.7617
11413,40.66454,-73.7559
11414,40.65882,-73.8438
11415,40.70713,-73.8292
11416,40.68454,-73.8507
11417,40.67505,-73.8443
11418,40.69856,-73.8312
11419,40.68676,-73.8229
11420,40.67443,-73.819
11421,40.69191,-73.8566
11422,40.65941,-73.7368
11423,40.71688,-73.7668
11424,40.65137,-73.8707
11425,40.65137,-73.8707
11426,40.73679,-73.7231
11427,40.72929,-73.7498
11428,40.72063,-73.742
11429,40.71007,-73.7401
11430,40.65524,-73.7977
11431,40.6869,-73.8501
11432,40.71453,-73.7944
11433,40.69653,-73.7867
11434,40.67458,-73.7815
11435,40.70022,-73.7972
11436,40.67528,-73.8006
11439,40.722,-73.7908
11451,40.65137,-73.8707
11484,40.65137,-73.8707
11499,40.65137,-73.8707
11501,40.7359,-73.638
11507,40.75475,-73.6017
11509,40.58885,-73.727
11510,40.65462,-73.6089
11514,40.74435,-73.6084
11516,40.62645,-73.7258
11518,40.64038,-73.6682
11520,40.65125,-73.5852
11530,40.7268,-73.6397
11531,40.75475,-73.6017
11535,40.75475,-73.6017
11536,40.75475,-73.6017
11542,40.75475,-73.6017
11545,40.75475,-73.6017
11547,40.75475,-73.6017
11548,40.75475,-73.6017
11549,40.75475,-73.6017
11550,40.7002,-73.6208
11551,40.75475,-73.6017
11552,40.69025,-73.653
11553,40.70586,-73.5914
11554,40.72135,-73.5587
11555,40.75475,-73.6017
11556,40.75475,-73.6017
11557,40.6388,-73.6932
11558,40.60695,-73.6547
11559,40.61543,-73.7264
11560,40.75475,-73.6017
11561,40.58913,-73.6423
11563,40.6576,-73.6725
11564,40.75475,-73.6017
11565,40.67465,-73.6733
11566,40.6685,-73.5536
11568,40.75475,-73.6017
11569,40.5905,-73.5808
11570,40.66735,-73.6385
11571,40.75475,-73.6017
11572,40.63525,-73.6369
11575,40.68045,-73.59
11576,40.6568,-73.6225
11577,40.75475,-73.6017
11579,40.75475,-73.6017
11580,40.67605,-73.6978
11581,40.65225,-73.7117
11582,40.75475,-73.6017
11583,40.75475,-73.6017
11588,40.75475,-73.6017
11590,40.74505,-73.5715
11592,40.62175,-73.6326
11593,40.75475,-73.6017
11594,40.75475,-73.6017
11595,40.75475,-73.6017
11596,40.75475,-73.6017
11597,40.75475,-73.6017
11598,40.6331,-73.712
11599,40.60757,-73.7426
11690,40.65137,-73.8707
11691,40.60147,-73.7619
11692,40.5923,-73.7932
11693,40.59846,-73.8142
11694,40.57661,-73.8427
11695,40.65137,-73.8707
11696,40.65137,-73.8707
11697,40.55936,-73.9067
11701,40.68624,-73.4118
11702,40.66415,-73.3409
11703,40.73234,-73.3253
11704,40.70909,-73.3561
11705,40.74836,-73.057
11706,40.70513,-73.243
11707,40.92232,-72.637
11708,40.92232,-72.637
11709,40.75475,-73.6017
11710,40.6729,-73.5365
11713,40.92232,-72.637
11714,40.72844,-73.4953
11715,40.75673,-73.0434
11716,40.76902,-73.1133
11717,40.78088,-73.2503
11718,40.71542,-73.2609
11719,40.92232,-72.637
11720,40.92232,-72.637
11721,40.89319,-73.3704
11722,40.78193,-73.1961
11724,40.86009,-73.4423
11725,40.84224,-73.2809
11726,40.68022,-73.3947
11727,40.92232,-72.637
11729,40.76257,-73.323
11730,40.72414,-73.1759
11731,40.85699,-73.3145
11732,40.75475,-73.6017
11733,40.92232,-72.637
11735,40.75475,-73.6017
11736,40.75475,-73.6017
11737,40.75475,-73.6017
11738,40.92232,-72.637
11739,40.92232,-72.637
11740,40.86694,-73.3625
11741,40.78791,-73.0666
11742,40.79899,-73.0489
11743,40.86764,-73.4102
11745,40.92232,-72.637
11746,40.81434,-73.3633
11747,40.78724,-73.4055
11749,40.92232,-72.637
11750,40.92232,-72.637
11751,40.72813,-73.2178
11752,40.75722,-73.1828
11753,40.75475,-73.6017
11754,40.80323,-73.3048
11755,40.85185,-73.129
11756,40.7228,-73.5158
11757,40.68879,-73.3764
11758,40.75475,-73.6017
11760,40.81024,-73.1917
11762,40.75475,-73.6017
11763,40.92232,-72.637
11764,40.92232,-72.637
11765,40.75475,-73.6017
11766,40.92232,-72.637
11767,40.84667,-73.1467
11768,40.91428,-73.3326
11769,40.73832,-73.1317
11770,40.64434,-73.1612
11771,40.75475,-73.6017
11772,40.92232,-72.637
11773,40.75475,-73.6017
11774,40.75475,-73.6017
11775,40.92232,-72.637
11776,40.92232,-72.637
11777,40.92232,-72.637
11778,40.92232,-72.637
11779,40.80832,-73.1304
11780,40.88931,-73.1744
11782,40.74586,-73.0858
11783,40.68389,-73.4961
11784,40.92232,-72.637
11786,40.92232,-72.637
11787,40.85679,-73.2082
11788,40.81907,-73.2122
11789,40.92232,-72.637
11790,40.90129,-73.1828
11791,40.75475,-73.6017
11792,40.92232,-72.637
11793,40.67815,-73.5095
11794,40.92232,-72.637
11795,40.69982,-73.2909
11796,40.7323,-73.1
11797,40.75475,-73.6017
11798,40.73417,-73.3513
11801,40.75475,-73.6017
11802,40.75475,-73.6017
11803,40.75475,-73.6017
11804,40.75475,-73.6017
11805,40.92232,-72.637
11815,40.75475,-73.6017
11819,40.75475,-73.6017
11853,40.75475,-73.6017
11854,40.75475,-73.6017
11855,40.75475,-73.6017
11901,40.92232,-72.637
11930,40.92232,-72.637
11931,40.92232,-72.637
11932,40.92232,-72.637
11933,40.92232,-72.637
11934,40.92232,-72.637
11935,40.92232,-72.637
11937,40.92232,-72.637
11939,40.92232,-72.637
11940,40.92232,-72.637
11941,40.92232,-72.637
11942,40.92232,-72.637
11944,40.92232,-72.637
11946,40.92232,-72.637
11947,40.92232,-72.637
11948,40.92232,-72.637
11949,40.92232,-72.637
11950,40.92232,-72.637
11951,40.92232,-72.637
11952,40.92232,-72.637
11953,40.92232,-72.637
11954,40.92232,-72.637
11955,40.92232,-72.637
11956,40.92232,-72.637
11957,40.92232,-72.637
11958,40.92232,-72.637
11959,40.92232,-72.637
11960,40.92232,-72.637
11961,40.92232,-72.637
11962,40.92232,-72.637
11963,40.92232,-72.637
11964,40.92232,-72.637
11965,40.92232,-72.637
11967,40.92232,-72.637
11968,40.92232,-72.637
11969,40.92232,-72.637
11970,40.92232,-72.637
11971,40.92232,-72.637
11972,40.92232,-72.637
11973,40.92232,-72.637
11975,40.92232,-72.637
11976,40.92232,-72.637
11977,40.92232,-72.637
11978,40.92232,-72.637
11980,40.92232,-72.637
12007,42.48245,-73.9366
12008,42.85917,-73.9021
12009,42.68873,-74.0305
12010,42.90629,-74.229
12015,42.28004,-73.837
12016,42.9102,-74.4236
12017,42.3098,-73.5656
12018,42.67064,-73.5514
12019,42.93441,-73.8489
12020,42.98358,-73.8825
12022,42.67051,-73.3578
12023,42.60223,-74.1546
12024,42.49498,-73.5106
12025,43.08279,-74.1607
12027,42.92367,-73.9117
12028,42.85133,-73.454
12029,42.35705,-73.4489
12031,42.59228,-74.4381
12032,43.15566,-74.4948
12033,42.58915,-73.5659
12035,42.72108,-74.382
12036,42.54102,-74.6553
12037,42.33577,-73.5286
12040,42.64674,-73.3716
12041,42.56198,-73.9573
12042,42.4112,-73.9275
12043,42.66537,-74.5188
12045,42.4757,-73.7977
12046,42.49279,-73.9284
12047,42.64703,-73.7393
12050,42.31715,-73.7485
12051,42.35592,-73.8479
12052,42.67031,-73.5493
12053,42.77788,-74.1979
12054,42.60546,-73.8757
12055,42.61485,-73.9708
12056,42.77006,-74.0859
12057,42.98078,-73.3522
12058,42.35296,-73.9053
12059,42.61824,-74.0281
12060,42.41996,-73.5128
12061,42.57035,-73.6556
12062,42.53721,-73.5038
12063,42.56368,-73.6274
12064,42.63205,-74.6673
12065,42.85057,-73.7925
12066,42.80154,-74.3428
12067,42.55544,-73.9137
12068,42.94097,-74.3914
12069,42.9457,-74.2633
12070,42.96973,-74.2924
12071,42.59228,-74.4381
12072,42.87753,-74.4044
12073,42.59228,-74.4381
12074,43.08292,-74.0439
12075,42.36606,-73.5897
12076,42.41109,-74.4275
12077,42.5957,-73.7877
12078,43.11495,-74.3443
12082,42.77262,-73.4468
12083,42.38259,-73.9512
12084,42.70351,-73.9603
12085,42.69477,-73.9052
12086,42.9695,-74.1555
12087,42.41111,-73.8815
12089,42.86666,-73.3181
12090,42.73531,-73.4379
12092,42.71217,-74.349
12093,42.45893,-74.5805
12094,42.87994,-73.4868
12095,43.09054,-74.3554
12106,42.38523,-73.7044
12107,42.66004,-74.1168
12108,43.66761,-74.4569
12110,42.75292,-73.7797
12111,42.61485,-73.9708
12115,42.47371,-73.5673
12116,42.55147,-74.9138
12117,43.13216,-74.2484
12118,43.03318,-73.8973
12120,42.4789,-74.1471
12121,42.71294,-73.6017
12122,42.56053,-74.2955
12123,42.56573,-73.629
12124,42.44419,-73.7882
12125,42.46674,-73.5671
12128,42.72497,-73.7642
12130,42.43998,-73.6663
12131,42.59228,-74.4381
12132,42.46606,-73.6292
12133,42.92612,-73.3464
12134,43.17612,-74.2486
12136,42.43499,-73.5611
12137,42.83857,-74.1317
12138,42.68594,-73.3906
12139,43.42838,-74.5264
12140,42.68675,-73.5274
12141,42.73177,-74.1853
12143,42.49364,-73.8583
12144,42.62162,-73.596
12147,42.50025,-74.1605
12148,42.84161,-73.847
12149,42.60941,-74.5946
12150,42.86996,-74.05
12151,42.92472,-73.7859
12153,42.6355,-73.4797
12154,42.90444,-73.6156
12155,42.60545,-74.8205
12156,42.49146,-73.7239
12157,42.65556,-74.3373
12158,42.52974,-73.8405
12159,42.64427,-73.8763
12160,42.75687,-74.3173
12161,42.52103,-73.8518
12162,42.5139,-73.7024
12164,43.66761,-74.4569
12165,42.33105,-73.5297
12166,42.842,-74.446
12167,42.4135,-74.6193
12168,42.63593,-73.4087
12169,42.58551,-73.4154
12170,43.00193,-73.6608
12172,42.28574,-73.7335
12173,42.39927,-73.6223
12174,42.34398,-73.7347
12175,42.53502,-74.5452
12176,42.38511,-73.9586
12177,42.95002,-74.2969
12179,42.71144,-73.5255
12180,42.6737,-73.6087
12181,42.73867,-73.6738
12182,42.68579,-73.6523
12183,42.74599,-73.6942
12184,42.3985,-73.6265
12185,42.8563,-73.5006
12186,42.62065,-73.9804
12187,42.59228,-74.4381
12188,42.84557,-73.7024
12189,42.73627,-73.7203
12190,43.66761,-74.4569
12192,42.3977,-73.8348
12193,42.52172,-74.0396
12194,42.57293,-74.5141
12195,42.47938,-73.4748
12196,42.60371,-73.5615
12197,42.60699,-74.7324
12198,42.67616,-73.6061
12201,42.61485,-73.9708
12202,42.63637,-73.7635
12203,42.70034,-73.8574
12204,42.68297,-73.7707
12205,42.71979,-73.8206
12206,42.67577,-73.793
12207,42.65602,-73.7507
12208,42.65465,-73.8058
12209,42.67795,-73.9101
12210,42.68307,-73.7581
12211,42.71297,-73.7738
12212,42.71677,-73.8103
12214,42.61485,-73.9708
12220,42.61485,-73.9708
12222,42.6929,-73.838
12223,42.61485,-73.9708
12224,42.61485,-73.9708
12225,42.61485,-73.9708
12226,42.61485,-73.9708
12227,42.61485,-73.9708
12228,42.61485,-73.9708
12229,42.61485,-73.9708
12230,42.61485,-73.9708
12231,42.61485,-73.9708
12232,42.61485,-73.9708
12233,42.61485,-73.9708
12234,42.61485,-73.9708
12235,42.61485,-73.9708
12236,42.61485,-73.9708
12237,42.61485,-73.9708
12238,42.61485,-73.9708
12239,42.61485,-73.9708
12240,42.61485,-73.9708
12241,42.61485,-73.9708
12242,42.61485,-73.9708
12243,42.61485,-73.9708
12244,42.61485,-73.9708
12245,42.61485,-73.9708
12246,42.64707,-73.7503
12247,42.61485,-73.9708
12248,42.61485,-73.9708
12249,42.61485,-73.9708
12250,42.61485,-73.9708
12252,42.61485,-73.9708
12255,42.61485,-73.9708
12256,42.61485,-73.9708
12257,42.61485,-73.9708
12260,42.61485,-73.9708
12261,42.61485,-73.9708
12262,42.61485,-73.9708
12288,42.61485,-73.9708
12301,42.83326,-74.058
12302,42.88003,-73.9913
12303,42.78227,-73.9448
12304,42.78817,-73.8999
12305,42.81277,-73.9433
12306,42.81643,-74.0527
12307,42.80537,-73.9348
12308,42.83592,-73.9204
12309,42.80907,-73.8693
12325,42.83326,-74.058
12345,42.83326,-74.058
12401,41.96973,-74.0667
12402,41.8788,-74.3456
12404,41.94914,-74.1306
12405,42.31597,-74.0655
12406,42.14172,-74.572
12407,42.33285,-74.3678
12409,42.05466,-74.1924
12410,42.07396,-74.453
12411,41.87523,-74.0435
12412,41.99841,-74.2654
12413,42.30178,-74.0294
12414,42.25845,-74.0219
12416,42.09502,-74.2716
12417,41.9076,-73.9892
12418,42.36827,-74.1793
12419,41.8569,-74.1112
12420,41.66983,-74.3801
12421,42.23572,-74.5696
12422,42.30718,-74.2002
12423,42.37748,-74.1234
12424,42.28041,-74.1554
12427,42.16908,-74.1295
12428,41.89718,-74.2539
12429,41.81622,-73.9925
12430,42.17717,-74.5472
12431,42.33611,-74.0241
12432,41.94979,-74.0032
12433,42.00841,-74.1479
12434,42.32068,-74.4592
12435,41.72761,-74.5156
12436,42.19551,-74.1023
12438,42.18304,-74.9256
12439,42.2939,-74.1852
12440,41.87223,-74.1466
12441,41.8788,-74.3456
12442,42.23327,-74.2415
12443,41.85372,-74.1154
12444,42.26452,-74.2958
12446,41.88474,-74.232
12448,42.0832,-74.1919
12449,41.88371,-74.1824
12450,42.2088,-74.1637
12451,42.30406,-73.9308
12452,42.2234,-74.3866
12453,42.09869,-73.9354
12454,42.28246,-74.1601
12455,42.18518,-74.6178
12456,42.03713,-73.9928
12457,41.8743,-74.1689
12458,41.80137,-74.4201
12459,42.20943,-74.6837
12460,42.40972,-74.1921
12461,41.875,-74.2733
12463,42.19788,-74.0099
12464,42.01966,-74.2287
12465,42.13629,-74.4736
12466,41.89481,-73.9766
12468,42.28691,-74.3857
12469,42.46468,-74.2139
12470,42.28291,-74.0184
12471,41.8403,-74.0306
12472,41.87336,-74.0746
12473,42.27646,-74.0444
12474,42.2957,-74.563
12475,42.01763,-74.0078
12477,41.99698,-74.2028
12480,41.91118,-74.4078
12481,41.9709,-74.2184
12482,42.26761,-73.9863
12483,41.66389,-74.4245
12484,41.84627,-74.2073
12485,42.19592,-74.1372
12486,41.83795,-74.2322
12487,41.85707,-74.0179
12489,41.7606,-74.3535
12490,42.10868,-73.9345
12491,41.98375,-74.1243
12492,42.20678,-74.3755
12493,41.79527,-73.9809
12494,41.97257,-74.2676
12495,42.04688,-74.2035
12496,42.32027,-74.2315
12498,41.88307,-74.1697
12501,41.82649,-73.7109
12502,42.06739,-73.6576
12503,42.04303,-73.5875
12504,42.03543,-73.9092
12506,41.7599,-73.7437
12507,42.00054,-73.9198
12508,41.71267,-73.773
12510,41.7599,-73.7437
12511,41.7599,-73.7437
12512,41.55279,-73.9681
12513,42.20686,-73.6946
12514,41.86736,-73.7772
12515,41.68233,-74.0579
12516,42.09932,-73.5761
12517,42.13093,-73.5483
12518,41.34859,-74.1351
12520,41.43147,-74.1328
12521,42.19048,-73.6446
12522,41.80031,-73.6873
12523,42.11952,-73.6972
12524,41.61898,-73.8473
12525,41.67715,-74.1738
12526,42.12129,-73.7929
12527,41.52024,-73.9332
12528,41.72094,-74.0094
12529,42.19327,-73.55
12530,42.21099,-73.687
12531,41.54904,-73.6703
12533,41.74894,-73.7661
12534,42.18431,-73.7429
12537,41.58243,-73.9362
12538,41.81346,-73.8149
12540,41.63302,-73.7431
12541,42.14206,-73.7573
12542,41.61264,-74.0028
12543,41.35762,-74.2305
12544,42.25962,-73.6679
12545,41.83201,-73.6371
12546,41.93846,-73.5463
12547,41.64483,-74.068
12548,41.67227,-74.1032
12549,41.4059,-74.2557
12550,41.38537,-74.1853
12551,41.38782,-74.3546
12552,41.38782,-74.3546
12553,41.41366,-74.3119
12555,41.38782,-74.3546
12561,41.74638,-74.1092
12563,41.48528,-73.595
12564,41.66375,-73.5904
12565,42.25014,-73.659
12566,41.40548,-74.2193
12567,41.95268,-73.6363
12568,41.6412,-74.078
12569,41.8257,-73.7836
12570,41.64638,-73.6501
12571,41.80842,-73.7868
12572,41.83654,-73.7604
12574,41.91506,-73.9517
12575,41.50755,-74.1563
12577,41.43717,-74.1218
12578,41.81246,-73.7866
12580,41.88163,-73.7245
12581,41.91351,-73.6954
12582,41.5545,-73.7266
12583,41.90968,-73.7492
12584,41.46407,-74.0591
12585,41.71614,-73.6901
12586,41.40678,-74.2673
12588,41.8788,-74.3456
12589,41.63165,-74.1544
12590,41.73694,-73.7411
12592,41.80228,-73.5604
12593,42.24399,-73.641
12594,41.67278,-73.5843
12601,41.69583,-73.8961
12602,41.7599,-73.7437
12603,41.6907,-73.862
12604,41.7599,-73.7437
12701,41.68694,-74.6771
12719,41.48618,-74.9151
12720,41.66146,-74.9114
12721,41.63868,-74.7217
12722,41.71901,-74.7553
12723,41.7752,-75.018
12724,41.71901,-74.7553
12725,41.89928,-74.588
12726,41.69195,-74.974
12727,41.71901,-74.7553
12729,41.40372,-74.4252
12732,41.51742,-74.8457
12733,41.64705,-74.5372
12734,41.73485,-74.7345
12736,41.87819,-75.0342
12737,41.5473,-74.8208
12738,41.65675,-74.5685
12739,41.45091,-74.601
12740,41.81838,-74.748
12741,41.83913,-75.0534
12742,41.71015,-74.7153
12743,41.53134,-74.8491
12745,41.76294,-75.0305
12746,41.43768,-74.64
12747,41.77028,-74.726
12748,41.78287,-74.9054
12749,41.68738,-74.8358
12750,41.72958,-74.9611
12751,41.69465,-74.6827
12752,41.75856,-74.9463
12754,41.71994,-74.6693
12758,41.8182,-74.8025
12759,41.78651,-74.6588
12760,41.87127,-75.0763
12762,41.68612,-74.7835
12763,41.80469,-74.6963
12764,41.5959,-74.9623
12765,41.86565,-74.609
12766,41.82089,-74.9957
12767,41.71901,-74.7553
12768,41.84141,-74.8572
12769,41.65145,-74.4361
12770,41.44632,-74.8569
12771,41.35711,-74.4983
12775,41.6195,-74.5759
12776,41.81924,-74.9517
12777,41.55291,-74.6033
12778,41.66153,-74.8177
12779,41.77019,-74.7168
12780,41.37689,-74.4596
12781,41.71901,-74.7553
12782,41.88148,-74.43
12783,41.65731,-74.8407
12784,41.71431,-74.584
12785,41.71901,-74.7553
12786,41.64788,-74.8117
12787,41.80019,-74.8286
12788,41.81097,-74.7294
12789,41.79734,-74.671
12790,41.59233,-74.5526
12791,41.69544,-74.7468
12792,41.59107,-74.7497
12801,43.31888,-73.669
12803,43.28356,-73.6294
12804,43.48947,-73.7895
12808,43.70833,-73.7941
12809,43.28071,-73.4848
12810,43.59886,-73.9436
12811,43.62422,-74.0612
12812,43.66761,-74.4569
12814,43.57432,-73.6775
12815,43.6775,-73.7734
12816,43.06852,-73.3922
12817,43.52236,-73.7944
12819,43.61419,-73.503
12820,43.47181,-73.6392
12821,43.46144,-73.4032
12822,43.24196,-73.8907
12823,43.15426,-73.458
12824,43.56072,-73.7555
12827,43.44393,-73.4891
12828,43.37119,-73.4345
12831,43.20426,-73.7074
12832,43.36937,-73.3316
12833,43.18121,-73.9062
12834,43.21275,-73.4342
12835,43.28758,-73.9769
12836,43.73022,-73.5434
12837,43.4927,-73.2789
12838,43.3543,-73.4049
12839,43.20359,-73.4685
12841,43.64695,-73.5083
12842,43.74992,-74.3275
12843,43.58596,-73.9164
12844,43.47535,-73.6271
12845,43.51861,-73.8754
12846,43.45559,-73.7715
12847,43.95325,-74.44
12848,43.10012,-73.5245
12849,43.44208,-73.2909
12850,43.18595,-73.9837
12851,44.21445,-73.7873
12852,44.14567,-73.8152
12853,43.62218,-73.9222
12854,43.45251,-73.3409
12855,43.97073,-73.7211
12856,43.72366,-74.0873
12857,44.14567,-73.8152
12858,43.87945,-73.4002
12859,43.20138,-73.8918
12860,43.59282,-73.7844
12861,43.74381,-73.4221
12862,43.67537,-73.9325
12863,43.0613,-73.923
12864,43.66761,-74.4569
12865,43.22596,-73.3487
12866,43.10114,-73.8506
12870,43.84127,-73.7592
12871,43.13021,-73.6432
12872,44.14567,-73.8152
12873,43.10458,-73.3141
12874,43.69317,-73.505
12878,43.46439,-73.8763
12879,44.14567,-73.8152
